
============================== SIGNAL 1 FINAL OUTPUT ==============================
Idx  | Hex(Real)  | Real (Float) | Hex(Imag)  | Imag (Float)
661  | c052deae   | -3.29484     | be11aaeb   | -0.14225    
662  | 4095befb   | 4.67956      | 40468ffe   | 3.10254     
663  | bedf8a11   | -0.43660     | 3f87d297   | 1.06111     
664  | bef7d6ef   | -0.48406     | c0af6682   | -5.48126    
665  | 3fb83578   | 1.43913      | 414a06f0   | 12.62669    
666  | bde106a1   | -0.10988     | 3fcfb7c4   | 1.62280     
667  | 3f5cb7e7   | 0.86218      | c0a8f5c2   | -5.28000    
668  | c08bae95   | -4.36506     | c05230d3   | -3.28423    
669  | bf2c3c6d   | -0.67280     | 40798d35   | 3.89924     
670  | c1487cce   | -12.53047    | 40beef13   | 5.96668     
671  | 406f263a   | 3.73671      | c04b182d   | -3.17335    
672  | bf1a1e0e   | -0.60202     | 3f411848   | 0.75428     
673  | 40a8562a   | 5.26052      | 3f9ed366   | 1.24083     
674  | c04821ea   | -3.12707     | 407d2649   | 3.95546     
675  | 4057095c   | 3.35995      | 3fbda922   | 1.48172     
676  | 414dd606   | 12.86475     | 401965d0   | 2.39684     
677  | c100fd93   | -8.06191     | 4040687b   | 3.00638     
678  | 3f960ba3   | 1.17223      | 3f847609   | 1.03485     
679  | bc178867   | -0.00925     | 400f1af9   | 2.23602     
680  | bffc503e   | -1.97120     | c06d9c4d   | -3.71266    
681  | 3fdb41a2   | 1.71294      | c0566554   | -3.34993    
682  | 40d4c712   | 6.64930      | c08dc0f1   | -4.42980    
683  | c1086a8c   | -8.52601     | c00271ee   | -2.03820    
684  | 4076aaa6   | 3.85417      | 3fa99598   | 1.32488     
685  | 417677ef   | 15.40428     | be53a971   | -0.20670    
686  | 406ad9cb   | 3.66954      | 400c994f   | 2.19686     
687  | bea331fa   | -0.31874     | bdf9faec   | -0.12206    
688  | 3f8a9c66   | 1.08290      | bf1a4c58   | -0.60273    
689  | c0d66f0c   | -6.70106     | 3f1f01c7   | 0.62112     
690  | 408a5f65   | 4.32414      | bea49e46   | -0.32152    
691  | c05b9bd9   | -3.43139     | c0967ba3   | -4.70259    
692  | c077bec8   | -3.87102     | 403a2386   | 2.90842     
693  | 4112e3c7   | 9.18061      | bf921d3e   | -1.14152    
694  | 401d870e   | 2.46137      | 3fa546c8   | 1.29122     
695  | 40d0f059   | 6.52934      | 3f9b98bd   | 1.21560     
696  | 4018d4b3   | 2.38798      | c084e417   | -4.15284    
697  | bf4d1a9b   | -0.80119     | 409ef880   | 4.96783     
698  | 3e1ec7a2   | 0.15506      | c081efcd   | -4.06052    
699  | 404b2d28   | 3.17463      | bf6029b1   | -0.87564    
700  | 40edf02a   | 7.43557      | 3e8614f2   | 0.26188     
701  | c127586c   | -10.45909    | 4027e1c6   | 2.62316     
702  | 40681623   | 3.62635      | bfa89059   | -1.31691    
703  | 3f3c4109   | 0.73537      | 3fdf1062   | 1.74269     
704  | bff0e052   | -1.88185     | c1111720   | -9.06815    
705  | c0f663c5   | -7.69968     | c116c427   | -9.42289    
706  | c0723350   | -3.78438     | c0d57d5e   | -6.67155    
707  | 3f45429c   | 0.77055      | 4024dd1b   | 2.57600     
708  | c0824d16   | -4.07191     | 404b4cda   | 3.17657     
709  | 413ead27   | 11.91727     | 408ac37d   | 4.33636     
710  | 40b9e937   | 5.80972      | 3fa6bb14   | 1.30258     
711  | 4087388f   | 4.22565      | bf85d7fa   | -1.04565    
712  | 4082adc7   | 4.08371      | 3f1f3769   | 0.62194     
713  | 3fe55c2d   | 1.79188      | 3fc9cabc   | 1.57650     
714  | c012ab47   | -2.29170     | bfa25a4e   | -1.26838    
715  | c0f876ad   | -7.76449     | 3fcd4eb0   | 1.60396     
716  | bfecb9af   | -1.84942     | 406dec5c   | 3.71755     
717  | 3f392ff2   | 0.72339      | c0037f58   | -2.05465    
718  | 3f3f8db9   | 0.74826      | 4114c3d1   | 9.29781     
719  | 4091f752   | 4.56144      | 411dcc83   | 9.86243     
720  | 4106b5e2   | 8.41940      | 40a12220   | 5.03542     
721  | c11e9657   | -9.91170     | bf4d0497   | -0.80085    
722  | c112d58f   | -9.17714     | 4050226f   | 3.25210     
723  | bf7b4617   | -0.98154     | 407fa0ea   | 3.99420     
724  | 4082e548   | 4.09049      | 40bded34   | 5.93521     
725  | 40e43f9b   | 7.13276      | bfa1c10a   | -1.26370    
726  | 40b9c15d   | 5.80485      | c044f999   | -3.07773    
727  | c0a29ac1   | -5.08139     | bfd11820   | -1.63355    
728  | c00d813a   | -2.21101     | 40ec1d51   | 7.37858     
729  | 3c63286a   | 0.01386      | 404d706c   | 3.20999     
730  | c060e783   | -3.51413     | 3c7d8c58   | 0.01548     
731  | c02a2f04   | -2.65912     | 40f95eff   | 7.79285     
732  | c008d29a   | -2.13785     | 40c4192c   | 6.12807     
733  | bee0a86b   | -0.43878     | bfeb269b   | -1.83712    
734  | 3da93c0f   | 0.08263      | 40476760   | 3.11568     
735  | 404b2ebe   | 3.17473      | c0796df2   | -3.89734    
736  | 4095f1ec   | 4.68578      | c006ebec   | -2.10815    
737  | 40d5a65a   | 6.67656      | 3fea891f   | 1.83231     
738  | 3ef742f6   | 0.48293      | 4008e6a5   | 2.13908     
739  | 4131c04e   | 11.10945     | bff816b4   | -1.93819    
740  | 40a5da74   | 5.18292      | 3d58c94e   | 0.05293     
741  | 4089a304   | 4.30115      | c008eb9c   | -2.13938    
742  | c007cc4b   | -2.12184     | 40121885   | 2.28275     
743  | 4043c2b1   | 3.05876      | 40e646d8   | 7.19615     
744  | 3fed7c16   | 1.85535      | c0947c53   | -4.64018    
745  | 400190f8   | 2.02447      | bef6212c   | -0.48072    
746  | c104b029   | -8.29301     | 4125ef35   | 10.37090    
747  | 400fde11   | 2.24793      | c0c80873   | -6.25103    
748  | 4013354b   | 2.30013      | 40519c93   | 3.27518     
749  | 40ce83fc   | 6.45361      | c109233c   | -8.57110    
750  | 40309ff5   | 2.75976      | 406ee92b   | 3.73298     
751  | c012f5bd   | -2.29625     | c127d036   | -10.48833   
752  | 404518f1   | 3.07965      | 40d27781   | 6.57709     
753  | c0cd6c77   | -6.41949     | 4019a630   | 2.40077     
754  | 40067356   | 2.10079      | 3fdeb905   | 1.74002     
755  | bd34c0fe   | -0.04413     | 414f40db   | 12.95333    
756  | bec1f6db   | -0.37884     | 400d99da   | 2.21252     
757  | 3fff9607   | 1.99677      | 40393337   | 2.89375     
758  | c03bba6b   | -2.93325     | 40646ece   | 3.56926     
759  | 40504a76   | 3.25454      | 3d139c88   | 0.03604     
760  | bf7c4357   | -0.98540     | 408678c2   | 4.20224     
761  | c003a976   | -2.05722     | 412305f3   | 10.18895    
762  | 3f5affde   | 0.85547      | 3ee21f2d   | 0.44164     
763  | 40666f5b   | 3.60055      | 40335f74   | 2.80270     
764  | be7de822   | -0.24796     | 402de237   | 2.71693     
765  | c0114fb8   | -2.27049     | c104cf80   | -8.30066    
766  | c0186e3b   | -2.38173     | 40ca66cc   | 6.32505     
767  | c00f1fa7   | -2.23631     | 3f90765e   | 1.12861     
768  | c07452fd   | -3.81757     | 40ef7203   | 7.48267     
769  | c0a1a885   | -5.05182     | 402977a9   | 2.64793     
770  | c00852e6   | -2.13006     | 40b5b28b   | 5.67804     
771  | c183764c   | -16.43276    | 409270af   | 4.57626     
772  | c2f1fd57   | -120.99481   | 42ac125e   | 86.03587    
773  | 40bdb508   | 5.92835      | c10a9280   | -8.66077    
774  | 4009e974   | 2.15487      | bfedcd26   | -1.85782    
775  | 40d1bd61   | 6.55437      | bfc42fc0   | -1.53271    
776  | 40f723dc   | 7.72313      | 3efba89b   | 0.49152     
777  | 400256f1   | 2.03656      | 3ff3f208   | 1.90582     
778  | 41326cf5   | 11.15160     | c028d080   | -2.63773    
779  | 40ecda82   | 7.40167      | c10d6957   | -8.83822    
780  | 402e5a10   | 2.72425      | bfda8bc5   | -1.70739    
781  | 40466388   | 3.09982      | c0c041f7   | -6.00805    
782  | c017cbc6   | -2.37181     | be3f8885   | -0.18704    
783  | 40cbf53b   | 6.37369      | c0fc4829   | -7.88381    
784  | 40531b63   | 3.29855      | bf56720c   | -0.83768    
785  | 3f98d123   | 1.19388      | c0b6c59c   | -5.71162    
786  | 402f6ae8   | 2.74090      | 401587c4   | 2.33641     
787  | 40fee1a4   | 7.96504      | c0911fed   | -4.53515    
788  | c09f6b96   | -4.98188     | bf8894c5   | -1.06704    
789  | c02a2230   | -2.65834     | bfa24d3d   | -1.26798    
790  | 410e5178   | 8.89489      | 40c30413   | 6.09425     
791  | c070afef   | -3.76074     | c1143e19   | -9.26516    
792  | 410efd6a   | 8.93687      | 4011a15a   | 2.27547     
793  | 40cfecac   | 6.49764      | 4111a724   | 9.10331     
794  | 402cef87   | 2.70212      | bf3b65fa   | -0.73202    
795  | 3fbc50b7   | 1.47121      | 4089cc29   | 4.30617     
796  | c0cfb66e   | -6.49102     | 401211fb   | 2.28235     
797  | 3fc834bf   | 1.56411      | 3fe5a188   | 1.79399     
798  | c0d8de9a   | -6.77717     | 3e9a14fe   | 0.30094     
799  | 40c7a915   | 6.23939      | 3f585f08   | 0.84520     
800  | 40a0f567   | 5.02996      | 409f1833   | 4.97170     
801  | c10434ae   | -8.26286     | 40978917   | 4.73548     
802  | 41238845   | 10.22077     | 40c5cd76   | 6.18133     
803  | 4006b9f1   | 2.10510      | c0156142   | -2.33406    
804  | 3fd33de1   | 1.65033      | 4045c90b   | 3.09040     
805  | c0b43865   | -5.63188     | 3f54e2f9   | 0.83159     
806  | 3f52e7fb   | 0.82385      | 3f9a2ccb   | 1.20449     
807  | c06591d8   | -3.58703     | 4080fbd8   | 4.03074     
808  | 408bcdb8   | 4.36886      | 3f7c1298   | 0.98466     
809  | 4071094c   | 3.76619      | bfccadc5   | -1.59905    
810  | 40658906   | 3.58649      | 3f97cf70   | 1.18602     
811  | 3eb204f0   | 0.34769      | 40af64d5   | 5.48106     
812  | bfd47f06   | -1.66013     | 40f27056   | 7.57621     
813  | 3fb17380   | 1.38634      | 409b44fb   | 4.85217     
814  | c036c61c   | -2.85584     | c0176e49   | -2.36611    
815  | 3fde3804   | 1.73608      | bf328c3d   | -0.69745    
816  | 40a5d7dd   | 5.18260      | c0bbb9ff   | -5.86645    
817  | c071f083   | -3.78030     | 409ad0ed   | 4.83800     
818  | 41112df1   | 9.07372      | c01b3c3c   | -2.42555    
819  | 40aadbc3   | 5.33933      | bf905067   | -1.12745    
820  | 409bfd7d   | 4.87469      | 3ff22812   | 1.89185     
821  | 3fdc9d6a   | 1.72355      | bfbb42f5   | -1.46298    
822  | 400cea0b   | 2.20178      | bffaa7cf   | -1.95825    
823  | c0dc969b   | -6.89338     | bfede6ab   | -1.85860    
824  | 405c60b4   | 3.44340      | 3dce61e4   | 0.10077     
825  | c0b9547d   | -5.79156     | c0330c06   | -2.79761    
826  | be812eea   | -0.25231     | c10518a8   | -8.31852    
827  | c0e132a4   | -7.03743     | bf48ffb7   | -0.78515    
828  | 40b29fdb   | 5.58201      | 40967265   | 4.70146     
829  | 412b7c81   | 10.71790     | bfb780b9   | -1.43362    
830  | bf92811a   | -1.14456     | 405077f3   | 3.25732     
831  | bfa5956d   | -1.29362     | c080938a   | -4.01801    
832  | 408a7f80   | 4.32806      | 40e25121   | 7.07240     
833  | 40139bd5   | 2.30639      | c008ab11   | -2.13544    
834  | 409fc82e   | 4.99319      | 3fd641ea   | 1.67389     
835  | 4132a02f   | 11.16411     | c0766cbe   | -3.85039    
836  | 403a4435   | 2.91041      | 404ae45c   | 3.17019     
837  | c025824e   | -2.58608     | c0391d66   | -2.89242    
838  | 40b1ccc1   | 5.55624      | c04eb1f9   | -3.22961    
839  | c108837b   | -8.53210     | 3f358c63   | 0.70917     
840  | 407f3d0b   | 3.98810      | 41048a24   | 8.28373     
841  | c05d8cc7   | -3.46172     | c113e75e   | -9.24399    
842  | 40ed736f   | 7.42034      | bf1ea776   | -0.61974    
843  | 4104556e   | 8.27086      | 400f2db1   | 2.23716     
844  | 4011c959   | 2.27791      | c0778c51   | -3.86794    
845  | 3f8d8926   | 1.10575      | c001c321   | -2.02753    
846  | 40054c8a   | 2.08280      | 401154e2   | 2.27081     
847  | 3ef30d1b   | 0.47471      | 4043d84d   | 3.06008     
848  | bfe52456   | -1.79017     | 40caa169   | 6.33220     
849  | c07b58d2   | -3.92730     | c0511a9c   | -3.26725    
850  | 3f8a58b4   | 1.08083      | bf656443   | -0.89606    
851  | c0dd2cbc   | -6.91171     | bed96dd3   | -0.42467    
852  | bf3413a6   | -0.70342     | 4044a5c2   | 3.07262     
853  | 40422eaf   | 3.03410      | c0423505   | -3.03449    
854  | 40c9df15   | 6.30848      | 4010a695   | 2.26017     
855  | c0619123   | -3.52448     | 40a984f5   | 5.29748     
856  | c11b118c   | -9.69178     | 41030237   | 8.18804     
857  | bff6d3c2   | -1.92834     | c0550c15   | -3.32886    
858  | bfc7d20c   | -1.56110     | c0b6cd70   | -5.71258    
859  | 40c0a0a4   | 6.01961      | bfc3d248   | -1.52985    
860  | c056c307   | -3.35565     | c05e1aa6   | -3.47038    
861  | 400b5840   | 2.17726      | 3f8c0688   | 1.09395     
862  | c08efb56   | -4.46818     | c0187781   | -2.38229    
863  | c0475ee0   | -3.11517     | 3f01dace   | 0.50724     
864  | be9a7663   | -0.30168     | c077f28c   | -3.87418    
865  | c0119178   | -2.27450     | 4035f8ee   | 2.84332     
866  | 4050a3bd   | 3.25999      | c0a002d5   | -5.00035    
867  | 4053fbbe   | 3.31224      | bfa0f22c   | -1.25739    
868  | 411eca2b   | 9.92436      | 40dc5ddc   | 6.88646     
869  | 3fc60486   | 1.54701      | 405d6b48   | 3.45967     
870  | 3fd39c98   | 1.65322      | c000f52d   | -2.01496    
871  | 40870fca   | 4.22068      | 4000ceac   | 2.01261     
872  | bd6ba194   | -0.05753     | 408e0e0e   | 4.43922     
873  | 405e8dc7   | 3.47740      | 41001315   | 8.00466     
874  | 408641c5   | 4.19553      | c098f320   | -4.77968    
875  | 408549c8   | 4.16526      | c0a0dd6e   | -5.02703    
876  | 40d04cd7   | 6.50938      | 40533da1   | 3.30064     
877  | 40b04ce2   | 5.50939      | 40d33871   | 6.60064     
878  | 40d1006e   | 6.53130      | 409d2ac1   | 4.91147     
879  | bf517a38   | -0.81827     | 40619d78   | 3.52524     
880  | 3f3a1eb6   | 0.72703      | 3bf70053   | 0.00754     
881  | be3453b1   | -0.17610     | 40eba8e7   | 7.36437     
882  | 40b0b57e   | 5.52215      | 3fdccb96   | 1.72496     
883  | 409baa72   | 4.86456      | 41147e56   | 9.28084     
884  | bff85382   | -1.94005     | 40765351   | 3.84884     
885  | bef9d1cc   | -0.48793     | 418d0ce1   | 17.63129    
886  | bfdd645b   | -1.72963     | 3fd6a71a   | 1.67697     
887  | c04509d3   | -3.07872     | 40356c0c   | 2.83472     
888  | 3f86c716   | 1.05295      | c0678b52   | -3.61788    
889  | 404bcc3c   | 3.18434      | 41432815   | 12.19729    
890  | 3eac4d01   | 0.33652      | 405f0868   | 3.48489     
891  | 3ee76a20   | 0.45198      | 40c893fa   | 6.26806     
892  | 400a423d   | 2.16029      | 405fd080   | 3.49710     
893  | 4032881e   | 2.78956      | 40b94d4e   | 5.79069     
894  | 41033000   | 8.19922      | bff0e4d7   | -1.88198    
895  | 401f945e   | 2.49343      | bfb06e05   | -1.37836    
896  | bff447c7   | -1.90844     | 40533383   | 3.30002     
897  | 406ab64a   | 3.66738      | 411a778e   | 9.65419     
898  | c03830c6   | -2.87798     | 40ccf384   | 6.40473     
899  | 40bf2d16   | 5.97425      | 41546cec   | 13.27659    
900  | bbb45886   | -0.00550     | bfe3302f   | -1.77491    
901  | 40ecc3cb   | 7.39890      | 4113ddef   | 9.24168     
902  | c031d1de   | -2.77843     | 4008679b   | 2.13132     
903  | 406981f5   | 3.64856      | 408edc5b   | 4.46440     
904  | c03ef628   | -2.98377     | 40a934d9   | 5.28770     
905  | 40740c2a   | 3.81324      | 40e88feb   | 7.26757     
906  | 409ba4a2   | 4.86385      | 40514d7d   | 3.27035     
907  | 3fa4b370   | 1.28673      | 40c7e55b   | 6.24675     
908  | 413ab315   | 11.66872     | bf7020c9   | -0.93800    
909  | bed5da03   | -0.41768     | 408b3a93   | 4.35090     
910  | 40a55a49   | 5.16727      | c0867c7a   | -4.20269    
911  | 41216e44   | 10.08942     | c0490cdc   | -3.14141    
912  | 409c7559   | 4.88932      | 410aed94   | 8.68300     
913  | 410a011f   | 8.62527      | 41295234   | 10.58257    
914  | 40c8222c   | 6.25417      | 4122a363   | 10.16489    
915  | 3f8e94be   | 1.11391      | 41300328   | 11.00077    
916  | 409fdb85   | 4.99555      | 41178827   | 9.47074     
917  | 40fb0d39   | 7.84536      | 415b41e7   | 13.70359    
918  | 4192ae4d   | 18.33511     | 4135562c   | 11.33354    
919  | 41341e88   | 11.25745     | 418995a7   | 17.19807    
920  | 41f0859c   | 30.06524     | 42330577   | 44.75534    
921  | 429ec297   | 79.38006     | 42bbbc10   | 93.86731    
922  | c2e37521   | -113.72877   | c31979b4   | -153.47540  
923  | c2280739   | -42.00705    | c2280fcc   | -42.01543   
924  | c10edeba   | -8.92938     | c20f782c   | -35.86736   
925  | c129ebe0   | -10.62009    | c1ad674f   | -21.67544   
926  | c168a294   | -14.53969    | c13f1b30   | -11.94414   
927  | c10c9577   | -8.78649     | c0dd84c5   | -6.92246    
928  | c0417e8d   | -3.02335     | c13073cf   | -11.02827   
929  | c070f34b   | -3.76485     | c0dfa046   | -6.98831    
930  | c0d823ee   | -6.75439     | 4049e801   | 3.15479     
931  | c00f8503   | -2.24249     | c1389d50   | -11.53841   
932  | c018993a   | -2.38435     | c0faa5c9   | -7.83274    
933  | 3f72b6cc   | 0.94810      | c1281402   | -10.50489   
934  | bff79395   | -1.93419     | c09a1929   | -4.81557    
935  | c0126f27   | -2.28803     | c08c0526   | -4.37563    
936  | c0ccf4ae   | -6.40487     | 3ee1466b   | 0.43999     
937  | 406e22b2   | 3.72087      | 3f6dc1bb   | 0.92874     
938  | c014f3b5   | -2.32737     | c0f77f2d   | -7.73427    
939  | bf3d6d0f   | -0.73995     | c0f0534c   | -7.51017    
940  | c038e5d1   | -2.88903     | c1095f58   | -8.58578    
941  | 402a19fc   | 2.65784      | c12ed99b   | -10.92813   
942  | c01d41d9   | -2.45714     | c1065821   | -8.39652    
943  | 3de2e671   | 0.11079      | 403b53fb   | 2.92700     
944  | c09960d1   | -4.79307     | bf0d6558   | -0.55233    
945  | c0be4732   | -5.94619     | 403e0131   | 2.96882     
946  | 3fe62c5e   | 1.79823      | c148366d   | -12.51329   
947  | 40a84986   | 5.25897      | 40b3beb3   | 5.61703     
948  | bf3f1086   | -0.74635     | c0af6df9   | -5.48217    
949  | c02bca07   | -2.68421     | c11c131d   | -9.75467    
950  | 3fc445fd   | 1.53339      | 3e78ce75   | 0.24298     
951  | c02068b0   | -2.50639     | 40858283   | 4.17218     
952  | bef8838d   | -0.48538     | 401e6dfa   | 2.47546     
953  | 405986fd   | 3.39886      | c0dd096e   | -6.90740    
954  | 40c567c8   | 6.16892      | 406d85f2   | 3.71130     
955  | 405f072f   | 3.48481      | c09ed77d   | -4.96380    
956  | 3f8b7d3d   | 1.08976      | 4064b73d   | 3.57368     
957  | 3f6588a0   | 0.89662      | c08d4ab0   | -4.41537    
958  | bf43bdbc   | -0.76461     | 409fa559   | 4.98893     
959  | 402a8af4   | 2.66473      | 409a29e9   | 4.81762     
960  | 3fe28eb9   | 1.76998      | c09d9941   | -4.92496    
961  | 3f5e548d   | 0.86848      | c006ae46   | -2.10439    
962  | c0993c70   | -4.78863     | c110dbfb   | -9.05371    
963  | 3fdea8ed   | 1.73953      | c0bbf8a8   | -5.87410    
964  | 3fabcc1c   | 1.34217      | c03de32f   | -2.96699    
965  | c054b53d   | -3.32356     | 404e9e9b   | 3.22843     
966  | bf50eaa0   | -0.81608     | 402ab053   | 2.66701     
967  | 4149a8fc   | 12.60376     | c0bdc231   | -5.92996    
968  | c031e062   | -2.77932     | c01e1531   | -2.47004    
969  | bfba46f0   | -1.45529     | 4050c480   | 3.26199     
970  | 3fb6fc4c   | 1.42957      | 3f4ed157   | 0.80788     
971  | 4103ad39   | 8.22979      | bdfd7080   | -0.12375    
972  | 408dfb52   | 4.43693      | c056447e   | -3.34793    
973  | c08123ba   | -4.03561     | bfd8d001   | -1.69385    
974  | bfbc322e   | -1.47028     | 41074bad   | 8.45598     
975  | c0042392   | -2.06467     | c0102474   | -2.25222    
976  | 403d383e   | 2.95656      | bf04ab24   | -0.51824    
977  | 3fa7c0cc   | 1.31057      | bfb05b0e   | -1.37778    
978  | bf343d6c   | -0.70406     | 414c9427   | 12.78617    
979  | 400ff580   | 2.24936      | c0306517   | -2.75617    
980  | be8f6454   | -0.28006     | bfa1afdc   | -1.26318    
981  | 402ab9ce   | 2.66759      | 3e76789b   | 0.24069     
982  | c0a49025   | -5.14260     | c0a0d7cb   | -5.02634    
983  | bfbea414   | -1.48938     | 3fbbb43c   | 1.46644     
984  | c0faf81e   | -7.84279     | 403a494f   | 2.91072     
985  | 400d3d18   | 2.20685      | c0f35638   | -7.60427    
986  | c0ed4b2a   | -7.41543     | 3fbadd64   | 1.45988     
987  | 41126423   | 9.14945      | 3fa0396b   | 1.25175     
988  | 40ddf5b5   | 6.93624      | c06e79f6   | -3.72619    
989  | 40a87e13   | 5.26539      | 40ab18eb   | 5.34679     
990  | c01eff02   | -2.48431     | c0ad1004   | -5.40821    
991  | 40493df1   | 3.14441      | c0154408   | -2.33228    
992  | c0a08a8b   | -5.01691     | 3fcc5565   | 1.59636     
993  | c0830869   | -4.09478     | 40832d29   | 4.09926     
994  | c0c67d64   | -6.20281     | 3fdc1a3b   | 1.71955     
995  | 40a49350   | 5.14298      | c0ebfdb3   | -7.37472    
996  | c056c140   | -3.35555     | c100a366   | -8.03989    
997  | c11b8f4d   | -9.72249     | 40328d48   | 2.78987     
998  | c0479fdf   | -3.11913     | c023ba26   | -2.55824    
999  | c104573d   | -8.27130     | be8abe17   | -0.27098    
1000 | c0a56cad   | -5.16952     | 401e0e0d   | 2.46961     
1001 | c0a88e0f   | -5.26734     | c008ee8e   | -2.13956    
1002 | bff3a56b   | -1.90349     | bfe1a8d6   | -1.76296    
1003 | 40a9bfb0   | 5.30465      | bfa6cec3   | -1.30318    
1004 | 402c957d   | 2.69662      | 3f404a8f   | 0.75114     
1005 | bf213868   | -0.62977     | c0fd1a17   | -7.90943    
1006 | c09d71a5   | -4.92012     | 3f228253   | 0.63480     
1007 | 40614061   | 3.51955      | 400a639b   | 2.16233     
1008 | c072b115   | -3.79206     | 3ebe4305   | 0.37161     
1009 | 409658b3   | 4.69833      | 3e826547   | 0.25468     
1010 | 406c4039   | 3.69142      | 3e6133cb   | 0.21992     
1011 | beb766c6   | -0.35821     | bf6d4961   | -0.92690    
1012 | 3f7af93e   | 0.98037      | 4061e1ef   | 3.52941     
1013 | 40da073e   | 6.81338      | 3fe3c1bb   | 1.77935     
1014 | 40eee20d   | 7.46509      | bff08931   | -1.87919    
1015 | c003352e   | -2.05012     | 40e386f9   | 7.11023     
1016 | bdc87e31   | -0.09790     | c09ac6c9   | -4.83677    
1017 | c00bf82d   | -2.18702     | c013830a   | -2.30487    
1018 | c0aeb026   | -5.45900     | be81f65d   | -0.25383    
1019 | 3fc9a6ce   | 1.57540      | 410c015f   | 8.75034     
1020 | c11d0386   | -9.81336     | c0a8e18a   | -5.27753    
1021 | 4048a60c   | 3.13513      | 406cac68   | 3.69802     
1022 | 405e9de5   | 3.47839      | 3fe959ea   | 1.82306     
1023 | c0428b93   | -3.03977     | 40023540   | 2.03450     
