Idx    | Gold_Re      | Gold_Im      | Core_Re      | Core_Im      | Diff         | Err(%)     | Note
535    | -3.70544     | -0.90986     | -3.75092     | -0.64782     | 0.26596      | 6.97       | 
536    | 2.90348      | 2.53623      | 2.90349      | 2.53589      | 0.00034      | 0.01       | 
537    | 3.99476      | 4.45150      | 4.04134      | 4.44086      | 0.04778      | 0.80       | 
538    | -3.84852     | 6.75133      | -3.84859     | 6.75131      | 0.00008      | 0.00       | 
539    | -0.05194     | -4.39132     | -0.07243     | -4.38545     | 0.02132      | 0.49       | 
540    | 0.69088      | -4.70626     | 0.69087      | -4.70640     | 0.00015      | 0.00       | 
541    | -8.57208     | 1.57953      | -8.83062     | 0.86325      | 0.76151      | 8.74       | 
542    | -3.94232     | -1.12351     | -3.94234     | -1.12348     | 0.00004      | 0.00       | 
543    | -0.27642     | 3.02848      | -0.10125     | 2.95923      | 0.18836      | 6.19       | 
544    | -0.70640     | 4.89982      | -0.70645     | 4.89985      | 0.00006      | 0.00       | 
545    | 4.08901      | -0.50800     | 4.08899      | -0.50801     | 0.00002      | 0.00       | 
546    | -6.10989     | 2.15381      | -6.10965     | 2.15377      | 0.00025      | 0.00       | 
547    | -6.96266     | 1.56440      | -6.96557     | 1.55844      | 0.00663      | 0.09       | 
548    | -2.48827     | -0.36305     | -2.48828     | -0.36266     | 0.00039      | 0.02       | 
549    | 0.26590      | -7.38526     | 0.93100      | -7.37886     | 0.66513      | 9.00       | 
550    | 4.91326      | -4.76250     | 4.91331      | -4.76259     | 0.00011      | 0.00       | 
551    | -6.35972     | 1.16131      | -6.30992     | 1.64949      | 0.49071      | 7.59       | 
552    | 2.84664      | 4.79754      | 2.84658      | 4.79750      | 0.00008      | 0.00       | 
553    | -1.55113     | 1.56420      | -1.60550     | 1.56292      | 0.05439      | 2.47       | 
554    | 1.42142      | 2.52329      | 1.42129      | 2.52336      | 0.00014      | 0.00       | 
555    | 1.52693      | -3.76547     | 1.50197      | -3.78218     | 0.03004      | 0.74       | 
556    | -3.99268     | 3.91178      | -3.99252     | 3.91158      | 0.00025      | 0.00       | 
557    | -9.33717     | 4.74788      | -9.98516     | 5.48784      | 0.98358      | 9.39       | 
558    | -7.59115     | 2.74859      | -7.59124     | 2.74857      | 0.00009      | 0.00       | 
559    | -1.12928     | -8.29193     | -1.49015     | -8.18719     | 0.37577      | 4.49       | 
560    | -1.15373     | 5.34768      | -1.15385     | 5.34766      | 0.00012      | 0.00       | 
561    | -1.24456     | 3.81135      | -1.27585     | 3.72963      | 0.08750      | 2.18       | 
562    | 12.39862     | -4.10770     | 12.39876     | -4.10731     | 0.00041      | 0.00       | 
563    | -3.89636     | 5.06648      | -3.92097     | 5.07260      | 0.02536      | 0.40       | 
564    | 4.40398      | -6.92586     | 4.40389      | -6.92617     | 0.00033      | 0.00       | 
565    | -3.98357     | -1.07222     | -3.04859     | -1.66827     | 1.10881      | 26.88      | HIGH_ERR
566    | -2.48981     | -0.94194     | -2.48963     | -0.94197     | 0.00018      | 0.01       | 
567    | -4.53161     | -7.63173     | -4.98172     | -7.52805     | 0.46190      | 5.20       | 
568    | 0.07251      | -0.00229     | 0.07246      | -0.00218     | 0.00012      | 0.17       | 
569    | -2.47036     | 0.85499      | -2.46224     | 0.89241      | 0.03830      | 1.46       | 
570    | 1.88194      | -3.02566     | 1.88181      | -3.02557     | 0.00016      | 0.00       | 
571    | 2.66384      | -1.46094     | 2.66524      | -1.46797     | 0.00717      | 0.24       | 
572    | 6.47687      | 3.61413      | 6.47697      | 3.61371      | 0.00043      | 0.01       | 
573    | 5.77571      | -2.67446     | 5.72970      | -2.44161     | 0.23735      | 3.73       | 
574    | 4.77499      | -9.67465     | 4.77475      | -9.67455     | 0.00026      | 0.00       | 
575    | -0.93722     | -3.48783     | -1.14734     | -3.72188     | 0.31452      | 8.71       | 
576    | 1.20820      | 7.09921      | 1.20817      | 7.09925      | 0.00006      | 0.00       | 
577    | -1.19819     | -2.67367     | -1.19821     | -2.67360     | 0.00008      | 0.00       | 
578    | 8.83535      | -6.00950     | 8.83515      | -6.00953     | 0.00020      | 0.00       | 
579    | -2.56488     | 2.77150      | -2.57189     | 2.77713      | 0.00899      | 0.24       | 
580    | -7.66803     | 4.52410      | -7.66815     | 4.52415      | 0.00013      | 0.00       | 
581    | -2.21805     | -10.74300    | -1.27024     | -11.07689    | 1.00490      | 9.16       | 
582    | -6.17833     | -3.34028     | -6.17819     | -3.34050     | 0.00025      | 0.00       | 
583    | -4.41207     | 2.21035      | -4.43741     | 2.22683      | 0.03023      | 0.61       | 
584    | -8.45080     | -2.21458     | -8.45080     | -2.21465     | 0.00007      | 0.00       | 
585    | -4.12870     | 4.73318      | -4.12905     | 4.72058      | 0.01261      | 0.20       | 
586    | -1.53439     | -1.22209     | -1.53439     | -1.22221     | 0.00012      | 0.01       | 
587    | -0.08449     | 5.88181      | 0.09712      | 5.60215      | 0.33346      | 5.67       | 
588    | 1.48724      | -2.81866     | 1.48703      | -2.81832     | 0.00040      | 0.01       | 
589    | 1.65372      | -6.94671     | 1.57117      | -5.70970     | 1.23976      | 17.36      | HIGH_ERR
590    | 6.99194      | 3.86710      | 6.99191      | 3.86696      | 0.00014      | 0.00       | 
591    | 0.59561      | 1.71397      | 0.35141      | 1.52523      | 0.30863      | 17.01      | HIGH_ERR
592    | 1.54647      | 1.73192      | 1.54637      | 1.73206      | 0.00017      | 0.01       | 
593    | -2.96962     | -6.92524     | -2.93169     | -7.00597     | 0.08920      | 1.18       | 
594    | 5.78152      | 3.69865      | 5.78135      | 3.69869      | 0.00018      | 0.00       | 
595    | -0.82225     | 14.16752     | -0.92256     | 14.12786     | 0.10787      | 0.76       | 
596    | 2.40248      | -1.44098     | 2.40240      | -1.44079     | 0.00020      | 0.01       | 
597    | -2.80178     | 4.25317      | -2.91432     | 4.36734      | 0.16031      | 3.15       | 
598    | -7.92232     | 3.82022      | -7.92241     | 3.82007      | 0.00018      | 0.00       | 
599    | 10.46095     | 2.29407      | 10.38343     | 1.71799      | 0.58127      | 5.43       | 
600    | 1.53562      | -1.97834     | 1.53554      | -1.97843     | 0.00012      | 0.00       | 
601    | 1.45074      | -5.00863     | 1.40894      | -4.95499     | 0.06800      | 1.30       | 
602    | -1.91379     | -2.98696     | -1.91382     | -2.98682     | 0.00014      | 0.00       | 
603    | 2.02010      | -3.37881     | 2.02264      | -3.40472     | 0.02604      | 0.66       | 
604    | 2.06217      | -0.08257     | 2.06241      | -0.08272     | 0.00029      | 0.01       | 
605    | 4.80530      | 1.11508      | 4.91453      | 1.29662      | 0.21186      | 4.29       | 
606    | -0.33352     | 1.85922      | -0.33360     | 1.85922      | 0.00008      | 0.00       | 
607    | 0.95500      | 3.41083      | 1.11068      | 3.19946      | 0.26251      | 7.41       | 
608    | -2.18393     | 1.63243      | -2.18395     | 1.63248      | 0.00006      | 0.00       | 
609    | 4.41080      | -6.85706     | 4.41082      | -6.85706     | 0.00002      | 0.00       | 
610    | -0.12523     | -0.44970     | -0.12511     | -0.44972     | 0.00012      | 0.03       | 
611    | -4.57207     | -4.44448     | -4.56690     | -4.44495     | 0.00519      | 0.08       | 
612    | -0.37523     | 8.92900      | -0.37527     | 8.92931      | 0.00031      | 0.00       | 
613    | 4.77471      | -8.60678     | 5.02113      | -8.22788     | 0.45199      | 4.59       | 
614    | -0.94361     | 3.93111      | -0.94389     | 3.93122      | 0.00030      | 0.01       | 
615    | 2.93862      | 7.16498      | 3.18525      | 7.09053      | 0.25763      | 3.33       | 
616    | -4.36618     | -5.44759     | -4.36619     | -5.44756     | 0.00003      | 0.00       | 
617    | 8.36890      | 0.91441      | 8.37885      | 0.95106      | 0.03798      | 0.45       | 
618    | -1.56417     | 0.95613      | -1.56416     | 0.95617      | 0.00004      | 0.00       | 
619    | 5.32676      | -2.18922     | 5.30596      | -2.21825     | 0.03571      | 0.62       | 
620    | -2.23334     | -2.72197     | -2.23376     | -2.72120     | 0.00088      | 0.02       | 
621    | -7.16062     | -0.39850     | -7.68045     | 0.31424      | 0.88216      | 12.30      | HIGH_ERR
622    | 0.15302      | 1.87451      | 0.15329      | 1.87441      | 0.00029      | 0.02       | 
623    | -5.26250     | 5.42756      | -5.10963     | 5.54184      | 0.19086      | 2.52       | 
624    | -0.97644     | -6.14317     | -0.97656     | -6.14301     | 0.00020      | 0.00       | 
625    | 0.12239      | -6.26561     | 0.19711      | -6.28498     | 0.07719      | 1.23       | 
626    | 0.85143      | 4.30570      | 0.85136      | 4.30560      | 0.00013      | 0.00       | 
627    | -3.94548     | 3.68632      | -3.95158     | 3.57837      | 0.10812      | 2.00       | 
628    | 0.46584      | 7.00778      | 0.46600      | 7.00745      | 0.00037      | 0.01       | 
629    | -6.47751     | 5.75810      | -6.31216     | 5.38855      | 0.40486      | 4.67       | 
630    | 1.39312      | -3.56491     | 1.39299      | -3.56500     | 0.00016      | 0.00       | 
631    | 5.65098      | 7.28407      | 5.77990      | 7.23890      | 0.13660      | 1.48       | 
632    | -0.17918     | -8.76004     | -0.17952     | -8.75997     | 0.00034      | 0.00       | 
633    | -7.38557     | -10.04441    | -7.45887     | -10.03546    | 0.07385      | 0.59       | 
634    | -3.89071     | -0.31944     | -3.89077     | -0.31925     | 0.00020      | 0.01       | 
635    | -5.18554     | 7.20317      | -5.15323     | 7.19547      | 0.03321      | 0.37       | 
636    | -5.34645     | -2.75324     | -5.34613     | -2.75331     | 0.00033      | 0.01       | 
637    | 5.11892      | -0.37509     | 5.16467      | -0.31083     | 0.07889      | 1.54       | 
638    | -4.07637     | -0.93837     | -4.07626     | -0.93835     | 0.00011      | 0.00       | 
639    | 4.90699      | -4.64114     | 4.93037      | -4.68469     | 0.04943      | 0.73       | 
640    | -3.38804     | 2.59767      | -3.38796     | 2.59769      | 0.00008      | 0.00       | 
641    | -4.23035     | 2.35237      | -4.23044     | 2.35238      | 0.00010      | 0.00       | 
642    | -5.97516     | 0.39474      | -5.97521     | 0.39461      | 0.00014      | 0.00       | 
643    | 5.73703      | 1.21508      | 5.73353      | 1.22598      | 0.01145      | 0.20       | 
644    | -0.44112     | 7.14364      | -0.44127     | 7.14418      | 0.00056      | 0.01       | 
645    | -1.13859     | -8.12584     | -0.65689     | -8.04290     | 0.48879      | 5.96       | 
646    | -3.23312     | 2.27356      | -3.23316     | 2.27367      | 0.00011      | 0.00       | 
647    | 0.11730      | 2.24705      | 0.19685      | 2.14552      | 0.12898      | 5.73       | 
648    | -8.51624     | -6.78812     | -8.51590     | -6.78839     | 0.00043      | 0.00       | 
649    | 2.52837      | 2.37647      | 2.46425      | 2.41549      | 0.07506      | 2.16       | 
650    | -5.05041     | 8.81761      | -5.05061     | 8.81742      | 0.00027      | 0.00       | 
651    | -2.47034     | 6.23366      | -2.10778     | 6.02854      | 0.41657      | 6.21       | 
652    | -1.36380     | 2.56425      | -1.36400     | 2.56437      | 0.00024      | 0.01       | 
653    | -0.51066     | -2.21091     | -0.94477     | -1.43914     | 0.88548      | 39.02      | HIGH_ERR
654    | -4.02685     | 5.48398      | -4.02677     | 5.48393      | 0.00010      | 0.00       | 
655    | 2.59761      | 8.32068      | 2.96805      | 8.35637      | 0.37215      | 4.27       | 
656    | 0.52836      | 3.93793      | 0.52856      | 3.93780      | 0.00024      | 0.01       | 
657    | 2.14912      | -5.05837     | 2.17124      | -5.05889     | 0.02213      | 0.40       | 
658    | -3.54797     | -4.85831     | -3.54795     | -4.85784     | 0.00047      | 0.01       | 
659    | -1.49287     | 0.36451      | -1.47018     | 0.27858      | 0.08887      | 5.78       | 
660    | 9.54409      | 0.25605      | 9.54443      | 0.25521      | 0.00091      | 0.01       | 
661    | -0.88224     | -4.26774     | -0.49861     | -3.88044     | 0.54513      | 12.51      | HIGH_ERR
662    | 9.88418      | -2.22225     | 9.88415      | -2.22226     | 0.00003      | 0.00       | 
663    | 0.74751      | 0.11225      | 0.81138      | 0.28211      | 0.18148      | 24.01      | HIGH_ERR
664    | -0.55787     | -2.90306     | -0.55776     | -2.90292     | 0.00018      | 0.01       | 
665    | 1.54978      | 1.61033      | 1.46966      | 1.56862      | 0.09033      | 4.04       | 
666    | -1.18225     | -2.88740     | -1.18230     | -2.88738     | 0.00005      | 0.00       | 
667    | -1.46206     | -1.46229     | -1.47378     | -1.44432     | 0.02146      | 1.04       | 
668    | -3.97443     | -2.63133     | -3.97424     | -2.63129     | 0.00020      | 0.00       | 
669    | 2.30762      | 8.00671      | 1.76760      | 8.78380      | 0.94630      | 11.36      | HIGH_ERR
670    | 7.43496      | 8.37040      | 7.43523      | 8.37013      | 0.00038      | 0.00       | 
671    | -3.82991     | -1.24839     | -3.74147     | -1.09527     | 0.17683      | 4.39       | 
672    | 1.50549      | -4.20245     | 1.50547      | -4.20247     | 0.00003      | 0.00       | 
673    | -8.65151     | -3.16831     | -8.65129     | -3.16844     | 0.00026      | 0.00       | 
674    | 4.99666      | 7.74921      | 4.99659      | 7.74913      | 0.00011      | 0.00       | 
675    | 1.64221      | -2.86506     | 1.64270      | -2.86587     | 0.00095      | 0.03       | 
676    | 1.81235      | -7.06894     | 1.81225      | -7.06844     | 0.00052      | 0.01       | 
677    | -0.51863     | 4.49305      | -0.99256     | 4.31611      | 0.50588      | 11.18      | HIGH_ERR
678    | 0.49896      | 1.37571      | 0.49887      | 1.37561      | 0.00014      | 0.01       | 
679    | -3.12605     | -3.92527     | -3.28752     | -3.62677     | 0.33937      | 6.76       | 
680    | -6.95185     | -3.25916     | -6.95191     | -3.25916     | 0.00006      | 0.00       | 
681    | 5.30636      | 3.00055      | 5.24786      | 2.97896      | 0.06235      | 1.02       | 
682    | 8.17072      | 1.62467      | 8.17055      | 1.62485      | 0.00026      | 0.00       | 
683    | -0.45499     | -8.01633     | -0.65421     | -7.85989     | 0.25330      | 3.15       | 
684    | -2.78830     | 5.80011      | -2.78799     | 5.79990      | 0.00037      | 0.01       | 
685    | -4.20258     | 3.51636      | -4.48335     | 3.57182      | 0.28620      | 5.22       | 
686    | 2.88670      | 3.74919      | 2.88701      | 3.74919      | 0.00031      | 0.01       | 
687    | -7.60252     | -6.53405     | -7.91744     | -6.44247     | 0.32797      | 3.27       | 
688    | 9.07644      | 1.25241      | 9.07651      | 1.25237      | 0.00008      | 0.00       | 
689    | 1.60825      | -8.63902     | 1.66909      | -8.62564     | 0.06230      | 0.71       | 
690    | -1.55992     | 1.86070      | -1.55989     | 1.86076      | 0.00006      | 0.00       | 
691    | -2.58446     | -7.82024     | -2.46713     | -7.87554     | 0.12971      | 1.57       | 
692    | 5.43442      | -3.25546     | 5.43440      | -3.25607     | 0.00061      | 0.01       | 
693    | -1.25758     | -5.98287     | -0.40171     | -6.19300     | 0.88129      | 14.42      | HIGH_ERR
694    | 5.71108      | -1.63557     | 5.71100      | -1.63551     | 0.00010      | 0.00       | 
695    | 4.18009      | 8.56102      | 4.17583      | 8.27751      | 0.28354      | 2.98       | 
696    | -2.00345     | 2.01629      | -2.00346     | 2.01625      | 0.00005      | 0.00       | 
697    | 4.70885      | -5.18769     | 4.70124      | -5.23589     | 0.04880      | 0.70       | 
698    | -0.81363     | -7.74275     | -0.81376     | -7.74287     | 0.00017      | 0.00       | 
699    | -0.54128     | -4.45446     | -0.53920     | -4.46852     | 0.01421      | 0.32       | 
700    | -1.38525     | -4.58380     | -1.38514     | -4.58402     | 0.00024      | 0.01       | 
701    | 6.76812      | 3.73136      | 6.22616      | 4.85700      | 1.24931      | 16.16      | HIGH_ERR
702    | -8.00005     | 2.75355      | -8.00010     | 2.75344      | 0.00012      | 0.00       | 
703    | 6.58877      | -0.65672     | 6.71910      | -0.74571     | 0.15781      | 2.38       | 
704    | 3.29586      | 2.92742      | 3.29580      | 2.92745      | 0.00007      | 0.00       | 
705    | 2.46389      | -4.10215     | 2.46369      | -4.10221     | 0.00020      | 0.00       | 
706    | 8.54275      | 1.35981      | 8.54274      | 1.35953      | 0.00028      | 0.00       | 
707    | -2.82968     | 0.06558      | -2.82987     | 0.07133      | 0.00575      | 0.20       | 
708    | -9.52778     | -1.66548     | -9.52781     | -1.66540     | 0.00009      | 0.00       | 
709    | -6.42545     | 7.13067      | -7.03436     | 6.20419      | 1.10866      | 11.55      | HIGH_ERR
710    | -5.38015     | -2.13381     | -5.38001     | -2.13406     | 0.00029      | 0.00       | 
711    | -1.48742     | 1.27259      | -1.54798     | 1.17223      | 0.11721      | 5.99       | 
712    | 1.84508      | -1.10519     | 1.84524      | -1.10520     | 0.00015      | 0.01       | 
713    | -5.82255     | -8.15894     | -5.85562     | -8.23293     | 0.08104      | 0.81       | 
714    | 0.92321      | 0.32948      | 0.92346      | 0.32946      | 0.00025      | 0.03       | 
715    | 5.54633      | -2.72544     | 5.83669      | -3.14650     | 0.51146      | 8.28       | 
716    | -6.06562     | -2.66815     | -6.06578     | -2.66786     | 0.00033      | 0.00       | 
717    | 2.26288      | -1.88593     | 1.83053      | -1.26689     | 0.75508      | 25.63      | HIGH_ERR
718    | -3.26685     | -0.40923     | -3.26681     | -0.40902     | 0.00021      | 0.01       | 
719    | 6.60474      | 7.52170      | 6.85784      | 7.29693      | 0.33849      | 3.38       | 
720    | 5.28423      | 0.61683      | 5.28415      | 0.61670      | 0.00015      | 0.00       | 
721    | -1.13036     | -0.14891     | -1.18944     | -0.08529     | 0.08683      | 7.62       | 
722    | -1.71319     | -1.77774     | -1.71320     | -1.77770     | 0.00004      | 0.00       | 
723    | 1.18350      | 1.12267      | 1.18950      | 1.16312      | 0.04090      | 2.51       | 
724    | 2.84617      | -10.58743    | 2.84617      | -10.58722    | 0.00021      | 0.00       | 
725    | -0.22480     | -2.65065     | -0.40401     | -2.82262     | 0.24838      | 9.34       | 
726    | 4.83735      | -4.32433     | 4.83741      | -4.32437     | 0.00008      | 0.00       | 
727    | 2.63246      | 3.27799      | 2.78595      | 3.30003      | 0.15506      | 3.69       | 
728    | 4.74908      | -1.92153     | 4.74907      | -1.92165     | 0.00012      | 0.00       | 
729    | -1.47879     | -2.79304     | -1.54336     | -2.83781     | 0.07857      | 2.49       | 
730    | 5.19117      | -0.04691     | 5.19109      | -0.04698     | 0.00010      | 0.00       | 
731    | -2.16415     | 7.26321      | -2.15587     | 7.26602      | 0.00875      | 0.12       | 
732    | -1.40910     | 2.14357      | -1.40896     | 2.14343      | 0.00019      | 0.01       | 
733    | -7.20104     | 1.08792      | -7.04484     | 0.91136      | 0.23574      | 3.24       | 
734    | -1.48801     | -0.26040     | -1.48817     | -0.26012     | 0.00032      | 0.02       | 
735    | 2.70376      | 3.64596      | 3.08935      | 3.65631      | 0.38573      | 8.50       | 
736    | 0.19950      | -0.18738     | 0.19964      | -0.18747     | 0.00017      | 0.06       | 
737    | -6.38976     | -7.16013     | -6.38962     | -7.16017     | 0.00015      | 0.00       | 
738    | 0.14025      | 2.75438      | 0.14027      | 2.75425      | 0.00013      | 0.00       | 
739    | 6.95268      | 5.11983      | 6.93907      | 5.12963      | 0.01677      | 0.19       | 
740    | -1.24797     | -6.84377     | -1.24822     | -6.84251     | 0.00129      | 0.02       | 
741    | 3.29590      | -1.54717     | 3.81689      | -1.78262     | 0.57173      | 15.70      | HIGH_ERR
742    | -3.65728     | 3.23977      | -3.65693     | 3.23931      | 0.00058      | 0.01       | 
743    | -9.79297     | -0.48203     | -9.80383     | 0.01940      | 0.50154      | 5.12       | 
744    | -2.30733     | -4.72872     | -2.30715     | -4.72878     | 0.00019      | 0.00       | 
745    | -5.23177     | -5.44267     | -5.14900     | -5.45237     | 0.08334      | 1.10       | 
746    | -4.43748     | -6.96863     | -4.43753     | -6.96871     | 0.00009      | 0.00       | 
747    | -2.55023     | -3.94545     | -2.54262     | -3.87231     | 0.07353      | 1.57       | 
748    | -2.53697     | 5.25770      | -2.53477     | 5.25612      | 0.00271      | 0.05       | 
749    | 0.17658      | -5.58762     | 0.06092      | -5.53275     | 0.12801      | 2.29       | 
750    | 0.07321      | 0.82124      | 0.07266      | 0.82173      | 0.00074      | 0.09       | 
751    | 0.20403      | 1.02979      | 0.15480      | 1.08205      | 0.07180      | 6.84       | 
752    | 3.08171      | -1.08128     | 3.08165      | -1.08133     | 0.00008      | 0.00       | 
753    | -12.09896    | 10.10683     | -12.16467    | 9.97976      | 0.14306      | 0.91       | 
754    | 1.77508      | -4.32190     | 1.77518      | -4.32192     | 0.00010      | 0.00       | 
755    | -5.17583     | 2.25436      | -5.14232     | 2.18721      | 0.07504      | 1.33       | 
756    | 1.34661      | -0.44656     | 1.34695      | -0.44764     | 0.00113      | 0.08       | 
757    | -2.95595     | -5.83971     | -2.52035     | -5.95716     | 0.45116      | 6.89       | 
758    | -1.56889     | 0.73852      | -1.56893     | 0.73887      | 0.00035      | 0.02       | 
759    | -1.62281     | 6.21749      | -1.34844     | 6.40611      | 0.33296      | 5.18       | 
760    | 1.48354      | 4.40380      | 1.48348      | 4.40394      | 0.00016      | 0.00       | 
761    | 7.23802      | 1.00024      | 7.28852      | 0.90737      | 0.10572      | 1.45       | 
762    | 0.06007      | -3.60541     | 0.06015      | -3.60533     | 0.00011      | 0.00       | 
763    | -0.73925     | 2.08815      | -0.73358     | 2.10158      | 0.01458      | 0.66       | 
764    | 0.81613      | -8.43407     | 0.81489      | -8.43394     | 0.00124      | 0.01       | 
765    | -3.43947     | -0.79003     | -3.27793     | -0.94770     | 0.22573      | 6.40       | 
766    | 2.68825      | -1.56052     | 2.68820      | -1.56057     | 0.00007      | 0.00       | 
767    | 0.12728      | 2.30142      | 0.16609      | 2.57781      | 0.27910      | 12.11      | HIGH_ERR
768    | -2.44002     | 0.44659      | -2.44002     | 0.44659      | 0.00000      | 0.00       | 
769    | 4.52421      | -0.37252     | 4.52420      | -0.37246     | 0.00006      | 0.00       | 
770    | 2.11952      | 6.98011      | 2.11934      | 6.98000      | 0.00021      | 0.00       | 
771    | -4.25012     | 14.93591     | -4.27853     | 14.93513     | 0.02842      | 0.18       | 
772    | -44.55327    | 139.47058    | -44.55334    | 139.46992    | 0.00066      | 0.00       | 
773    | 6.95846      | -13.22067    | 8.17925      | -12.72148    | 1.31891      | 8.83       | 
774    | -5.75700     | -8.32367     | -5.75697     | -8.32363     | 0.00005      | 0.00       | 
775    | 1.09903      | -6.41699     | 0.75549      | -6.30607     | 0.36100      | 5.54       | 
776    | 4.01010      | -4.82289     | 4.01028      | -4.82296     | 0.00019      | 0.00       | 
777    | 2.75752      | -1.67955     | 2.73460      | -1.63191     | 0.05287      | 1.64       | 
778    | -1.66973     | -3.40467     | -1.66956     | -3.40464     | 0.00018      | 0.00       | 
779    | -3.07828     | 3.49400      | -2.62775     | 3.21201      | 0.53151      | 11.41      | HIGH_ERR
780    | -1.23056     | -4.82233     | -1.23109     | -4.82188     | 0.00070      | 0.01       | 
781    | -2.66568     | -4.74771     | -3.66204     | -4.06647     | 1.20698      | 22.17      | HIGH_ERR
782    | 1.79983      | 2.92856      | 1.80000      | 2.92867      | 0.00021      | 0.01       | 
783    | 3.55293      | -0.84719     | 3.53061      | -0.89019     | 0.04844      | 1.33       | 
784    | 3.22676      | 0.01552      | 3.22690      | 0.01556      | 0.00014      | 0.00       | 
785    | -5.67022     | -9.76962     | -5.54626     | -9.85368     | 0.14978      | 1.33       | 
786    | -1.08568     | -7.67912     | -1.08492     | -7.67972     | 0.00097      | 0.01       | 
787    | 1.41260      | 0.29640      | 1.48301      | 0.27777      | 0.07284      | 5.05       | 
788    | -2.67129     | -3.19461     | -2.67304     | -3.19176     | 0.00334      | 0.08       | 
789    | 1.37672      | -9.20873     | 2.65672      | -8.79487     | 1.34524      | 14.45      | HIGH_ERR
790    | -3.38152     | -2.02565     | -3.38157     | -2.02558     | 0.00009      | 0.00       | 
791    | 2.27810      | -6.20609     | 1.98357      | -6.15776     | 0.29847      | 4.51       | 
792    | 3.74496      | 5.11384      | 3.74496      | 5.11387      | 0.00003      | 0.00       | 
793    | -6.49250     | -2.99499     | -6.48652     | -2.96935     | 0.02632      | 0.37       | 
794    | -4.18194     | -7.04957     | -4.18208     | -7.04927     | 0.00033      | 0.00       | 
795    | 2.25263      | 1.56267      | 2.24514      | 1.56176      | 0.00755      | 0.28       | 
796    | 6.82682      | -1.11747     | 6.82709      | -1.11777     | 0.00040      | 0.01       | 
797    | 9.89365      | 0.78218      | 9.64753      | 2.45230      | 1.68816      | 17.01      | HIGH_ERR
798    | -10.70597    | -5.18365     | -10.70606    | -5.18321     | 0.00044      | 0.00       | 
799    | 1.68663      | 0.82889      | 1.86880      | 0.63668      | 0.26483      | 14.09      | HIGH_ERR
800    | -3.43257     | -0.67125     | -3.43254     | -0.67121     | 0.00005      | 0.00       | 
801    | 1.62965      | -8.10516     | 1.62964      | -8.10521     | 0.00005      | 0.00       | 
802    | 0.10580      | -9.28176     | 0.10600      | -9.28177     | 0.00019      | 0.00       | 
803    | -2.53940     | 4.74177      | -2.55241     | 4.73223      | 0.01613      | 0.30       | 
804    | -2.88400     | -5.56576     | -2.88356     | -5.56684     | 0.00117      | 0.02       | 
805    | 5.14653      | 2.21960      | 4.76740      | 2.84259      | 0.72929      | 13.01      | HIGH_ERR
806    | -5.77648     | -3.07372     | -5.77635     | -3.07373     | 0.00014      | 0.00       | 
807    | -3.34743     | 1.46291      | -3.27711     | 1.72317      | 0.26960      | 7.38       | 
808    | -0.17810     | 4.45610      | -0.17837     | 4.45619      | 0.00028      | 0.01       | 
809    | -1.17992     | -0.63220     | -1.18302     | -0.58793     | 0.04439      | 3.32       | 
810    | 3.89124      | 2.36594      | 3.89103      | 2.36608      | 0.00025      | 0.01       | 
811    | 0.56740      | -6.33608     | 0.49476      | -6.15756     | 0.19274      | 3.03       | 
812    | 5.72442      | 2.86591      | 5.72479      | 2.86567      | 0.00045      | 0.01       | 
813    | 2.23543      | 6.00228      | 1.74047      | 6.30574      | 0.58058      | 9.06       | 
814    | -2.09757     | 7.19589      | -2.09753     | 7.19581      | 0.00009      | 0.00       | 
815    | -3.92569     | -3.47832     | -3.98971     | -3.37185     | 0.12423      | 2.37       | 
816    | -4.40312     | 1.68117      | -4.40305     | 1.68108      | 0.00011      | 0.00       | 
817    | -2.56315     | 2.96122      | -2.51656     | 2.99801      | 0.05936      | 1.52       | 
818    | -0.71487     | 1.70670      | -0.71501     | 1.70662      | 0.00015      | 0.01       | 
819    | 3.97116      | -4.32133     | 4.05216      | -4.28816     | 0.08753      | 1.49       | 
820    | 1.72263      | 8.61485      | 1.72294      | 8.61481      | 0.00032      | 0.00       | 
821    | 6.44778      | 1.33301      | 6.24975      | 1.40662      | 0.21127      | 3.21       | 
822    | -1.06370     | 3.30180      | -1.06396     | 3.30187      | 0.00027      | 0.01       | 
823    | -2.21245     | 7.26095      | -2.02090     | 7.34467      | 0.20905      | 2.75       | 
824    | 1.64753      | -5.07213     | 1.64734      | -5.07207     | 0.00019      | 0.00       | 
825    | -2.31322     | -0.77831     | -2.33314     | -0.81487     | 0.04163      | 1.71       | 
826    | 5.34272      | -6.39131     | 5.34240      | -6.39130     | 0.00032      | 0.00       | 
827    | 1.12364      | -1.48228     | 1.13490      | -1.47778     | 0.01213      | 0.65       | 
828    | -1.99897     | -1.22098     | -1.99870     | -1.22101     | 0.00028      | 0.01       | 
829    | -2.77383     | -2.34447     | -3.50360     | -2.11212     | 0.76586      | 21.09      | HIGH_ERR
830    | -12.21878    | -0.87664     | -12.21887    | -0.87675     | 0.00014      | 0.00       | 
831    | 7.03806      | 1.12193      | 7.14331      | 1.10426      | 0.10673      | 1.50       | 
832    | 1.51853      | -2.30505     | 1.51850      | -2.30506     | 0.00003      | 0.00       | 
833    | 3.61942      | 6.97258      | 3.61945      | 6.97268      | 0.00011      | 0.00       | 
