Idx    | Gold_Re      | Gold_Im      | Core_Re      | Core_Im      | Diff         | Err(%)     | Note
1001   | -67.44314    | -5.32511     | -67.24699    | -5.84136     | 0.55226      | 0.82       | 
1002   | -106.88595   | -9.04483     | -106.88558   | -9.04414     | 0.00078      | 0.00       | 
1003   | -316.10382   | -23.45867    | -316.57254   | -18.64457    | 4.83687      | 1.53       | 
1004   | 347.49612    | 23.81534     | 347.49423    | 23.81221     | 0.00366      | 0.00       | 
1005   | 118.12210    | 2.87833      | 116.27300    | 2.17683      | 1.97769      | 1.67       | 
1006   | 66.50346     | -1.59889     | 66.50307     | -1.60028     | 0.00144      | 0.00       | 
1007   | 60.35155     | -1.04640     | 59.22564     | -3.12022     | 2.35975      | 3.91       | 
1008   | 43.82269     | -8.10824     | 43.82245     | -8.10897     | 0.00077      | 0.00       | 
1009   | 41.63985     | 4.05116      | 41.87858     | 4.36570      | 0.39488      | 0.94       | 
1010   | 31.81690     | 0.96460      | 31.81631     | 0.96486      | 0.00064      | 0.00       | 
1011   | 31.68977     | -1.27775     | 32.46368     | -1.10160     | 0.79371      | 2.50       | 
1012   | 23.58356     | -3.45542     | 23.58612     | -3.45568     | 0.00258      | 0.01       | 
1013   | 20.25825     | 3.19033      | 16.13920     | 3.71647      | 4.15251      | 20.25      | HIGH_ERR
1014   | 25.06531     | -9.78112     | 25.06405     | -9.78138     | 0.00128      | 0.00       | 
1015   | 21.56777     | -5.28653     | 22.13721     | -6.31427     | 1.17495      | 5.29       | 
1016   | 20.42383     | -3.56329     | 20.42344     | -3.56352     | 0.00045      | 0.00       | 
1017   | 23.44983     | 3.85373      | 23.64193     | 3.59316      | 0.32373      | 1.36       | 
1018   | 17.08756     | 0.82534      | 17.08852     | 0.82573      | 0.00104      | 0.01       | 
1019   | 22.01685     | -2.36700     | 22.05793     | -2.39967     | 0.05249      | 0.24       | 
1020   | 9.53811      | 2.08404      | 9.53632      | 2.08317      | 0.00199      | 0.02       | 
1021   | 13.42879     | -4.44665     | 9.71430      | -3.35734     | 3.87092      | 27.36      | HIGH_ERR
1022   | 9.97851      | -6.75435     | 9.97850      | -6.75431     | 0.00004      | 0.00       | 
1023   | 21.74863     | -1.68501     | 21.83716     | -2.48841     | 0.80826      | 3.71       | 
1024   | 10.21261     | 0.00000      | 10.80393     | 0.00000      | 0.59132      | 5.79       | 
1025   | -3.03977     | -2.03450     | -2.44837     | -2.03082     | 0.59141      | 16.17      | HIGH_ERR
1026   | 3.47839      | -1.82306     | 4.06945      | -1.81586     | 0.59110      | 15.05      | HIGH_ERR
1027   | 3.13513      | -3.69802     | 3.73021      | -3.68616     | 0.59519      | 12.28      | HIGH_ERR
1028   | -9.81336     | 5.27753      | -9.22253     | 5.29223      | 0.59102      | 5.30       | 
1029   | 1.57540      | -8.75033     | 2.77386      | -8.31430     | 1.27531      | 14.34      | HIGH_ERR
1030   | -5.45900     | 0.25383      | -4.86811     | 0.27586      | 0.59130      | 10.82      | HIGH_ERR
1031   | -2.18702     | 2.30487      | -1.65622     | 2.56554      | 0.59135      | 18.61      | HIGH_ERR
1032   | -0.09790     | 4.83677      | 0.49266      | 4.86582      | 0.59127      | 12.22      | HIGH_ERR
1033   | -2.05012     | -7.11023     | -1.39686     | -7.11759     | 0.65331      | 8.83       | 
1034   | 7.46509      | 1.87919      | 8.05531      | 1.91570      | 0.59134      | 7.68       | 
1035   | 6.81338      | -1.77935     | 7.40415      | -1.85030     | 0.59501      | 8.45       | 
1036   | 0.98037      | -3.52941     | 1.57003      | -3.48576     | 0.59127      | 16.14      | HIGH_ERR
1037   | -0.35821     | 0.92690      | 0.57133      | 1.15275      | 0.95658      | 96.26      | HIGH_ERR
1038   | 3.69142      | -0.21992     | 4.28060      | -0.16914     | 0.59137      | 15.99      | HIGH_ERR
1039   | 4.69833      | -0.25468     | 5.18769      | -0.13822     | 0.50303      | 10.69      | HIGH_ERR
1040   | -3.79206     | -0.37161     | -3.20356     | -0.31377     | 0.59134      | 15.52      | HIGH_ERR
1041   | 3.51955      | -2.16233     | 4.13975      | -2.07098     | 0.62688      | 15.18      | HIGH_ERR
1042   | -4.92012     | -0.63480     | -4.33239     | -0.56969     | 0.59133      | 11.92      | HIGH_ERR
1043   | -0.62977     | 7.90943      | -0.13549     | 7.97197      | 0.49822      | 6.28       | 
1044   | 2.69662      | -0.75114     | 3.28344      | -0.67884     | 0.59125      | 21.12      | HIGH_ERR
1045   | 5.30465      | 1.30318      | 5.98026      | 2.07307      | 1.02429      | 18.75      | HIGH_ERR
1046   | -1.90349     | 1.76296      | -1.31743     | 1.84218      | 0.59138      | 22.79      | HIGH_ERR
1047   | -5.26734     | 2.13956      | -4.42511     | 2.56853      | 0.94518      | 16.63      | HIGH_ERR
1048   | -5.16952     | -2.46961     | -4.58469     | -2.38312     | 0.59119      | 10.32      | HIGH_ERR
1049   | -8.27130     | 0.27098      | -7.76077     | 0.39422      | 0.52519      | 6.35       | 
1050   | -3.11913     | 2.55824      | -2.53570     | 2.65144      | 0.59083      | 14.65      | HIGH_ERR
1051   | -9.72249     | -2.78987     | -9.14076     | -2.65508     | 0.59714      | 5.90       | 
1052   | -3.35555     | 8.03989      | -2.77279     | 8.14099      | 0.59146      | 6.79       | 
1053   | 5.14298      | 7.37472      | 5.41393      | 7.95764      | 0.64281      | 7.15       | 
1054   | -6.20281     | -1.71955     | -5.62162     | -1.61114     | 0.59121      | 9.18       | 
1055   | -4.09478     | -4.09926     | -3.92365     | -3.66861     | 0.46341      | 8.00       | 
1056   | -5.01691     | -1.59636     | -4.43689     | -1.48119     | 0.59134      | 11.23      | HIGH_ERR
1057   | 3.14441      | 2.33228      | 3.72357      | 2.45104      | 0.59122      | 15.10      | HIGH_ERR
1058   | -2.48431     | 5.40821      | -1.90594     | 5.53072      | 0.59121      | 9.93       | 
1059   | 5.26539      | -5.34679     | 5.85545      | -5.21023     | 0.60566      | 8.07       | 
1060   | 6.93624      | 3.72619      | 7.51334      | 3.85578      | 0.59146      | 7.51       | 
1061   | 9.14945      | -1.25175     | 9.66514      | -0.54777     | 0.87266      | 9.45       | 
1062   | -7.41543     | -1.45988     | -6.84044     | -1.32258     | 0.59115      | 7.82       | 
1063   | 2.20685      | 7.60427      | 3.01260      | 7.56544      | 0.80668      | 10.19      | HIGH_ERR
1064   | -7.84279     | -2.91072     | -7.26900     | -2.76734     | 0.59143      | 7.07       | 
1065   | -1.48938     | -1.46644     | -0.92407     | -1.31904     | 0.58422      | 27.95      | HIGH_ERR
1066   | -5.14260     | 5.02634      | -4.57055     | 5.17722      | 0.59161      | 8.23       | 
1067   | 2.66759      | -0.24069     | 3.34485      | -0.15187     | 0.68306      | 25.50      | HIGH_ERR
1068   | -0.28006     | 1.26318      | 0.28989      | 1.42075      | 0.59133      | 45.70      | HIGH_ERR
1069   | 2.24936      | 2.75617      | 2.32707      | 3.65289      | 0.90008      | 25.30      | HIGH_ERR
1070   | -0.70406     | -12.78617    | -0.13604     | -12.62136    | 0.59145      | 4.62       | 
1071   | 1.31057      | 1.37778      | 1.83425      | 2.01725      | 0.82653      | 43.47      | HIGH_ERR
1072   | 2.95656      | 0.51824      | 3.52243      | 0.68990      | 0.59134      | 19.70      | HIGH_ERR
1073   | -2.06467     | 2.25222      | -1.54067     | 2.41114      | 0.54757      | 17.92      | HIGH_ERR
1074   | -1.47028     | -8.45598     | -0.90644     | -8.27752     | 0.59141      | 6.89       | 
1075   | -4.03561     | 1.69385      | -3.45591     | 1.83741      | 0.59721      | 13.65      | HIGH_ERR
1076   | 4.43693      | 3.34793      | 4.99822      | 3.53339      | 0.59114      | 10.64      | HIGH_ERR
1077   | 8.22979      | 0.12375      | 8.68563      | 0.79232      | 0.80919      | 9.83       | 
1078   | 1.42957      | -0.80788     | 1.98882      | -0.61582     | 0.59130      | 36.01      | HIGH_ERR
1079   | -1.45529     | -3.26199     | -1.03201     | -2.95931     | 0.52037      | 14.57      | HIGH_ERR
1080   | -2.77932     | 2.47004      | -2.22247     | 2.66928      | 0.59141      | 15.91      | HIGH_ERR
1081   | 12.60376     | 5.92996      | 13.20649     | 6.13546      | 0.63681      | 4.57       | 
1082   | -0.81608     | -2.66701     | -0.26181     | -2.46131     | 0.59121      | 21.20      | HIGH_ERR
1083   | -3.32356     | -3.22843     | -2.79142     | -3.04762     | 0.56202      | 12.13      | HIGH_ERR
1084   | 1.34217      | 2.96699      | 1.89401      | 3.17976      | 0.59144      | 18.16      | HIGH_ERR
1085   | 1.73953      | 5.87410      | 1.30003      | 6.69406      | 0.93032      | 15.19      | HIGH_ERR
1086   | -4.78863     | 9.05371      | -4.23967     | 9.27320      | 0.59121      | 5.77       | 
1087   | 0.86848      | 2.10439      | 1.10742      | 2.61105      | 0.56018      | 24.61      | HIGH_ERR
1088   | 1.76998      | 4.92496      | 2.31615      | 5.15129      | 0.59121      | 11.30      | HIGH_ERR
1089   | 2.66473      | -4.81762     | 3.20955      | -4.58816     | 0.59117      | 10.74      | HIGH_ERR
1090   | -0.76461     | -4.98893     | -0.22110     | -4.75583     | 0.59139      | 11.72      | HIGH_ERR
1091   | 0.89662      | 4.41537      | 1.43123      | 4.66695      | 0.59085      | 13.11      | HIGH_ERR
1092   | 1.08976      | -3.57368     | 1.63040      | -3.33387     | 0.59144      | 15.83      | HIGH_ERR
1093   | 3.48481      | 4.96380      | 3.42771      | 5.16798      | 0.21201      | 3.50       | 
1094   | 6.16892      | -3.71130     | 6.70602      | -3.46435     | 0.59115      | 8.21       | 
1095   | 3.39886      | 6.90740      | 4.09459      | 7.52558      | 0.93069      | 12.09      | HIGH_ERR
1096   | -0.48538     | -2.47546     | 0.04905      | -2.22239     | 0.59132      | 23.44      | HIGH_ERR
1097   | -2.50639     | -4.17218     | -1.90196     | -4.00896     | 0.62608      | 12.86      | HIGH_ERR
1098   | 1.53339      | -0.24298     | 2.06456      | 0.01654      | 0.59118      | 38.08      | HIGH_ERR
1099   | -2.68421     | 9.75467      | -2.00619     | 10.15665     | 0.78822      | 7.79       | 
1100   | -0.74635     | 5.48217      | -0.21841     | 5.74813      | 0.59114      | 10.68      | HIGH_ERR
1101   | 5.25898      | -5.61703     | 5.03888      | -4.13773     | 1.49558      | 19.44      | HIGH_ERR
1102   | 1.79823      | 12.51329     | 2.32302      | 12.78597     | 0.59140      | 4.68       | 
1103   | -5.94619     | -2.96882     | -5.98685     | -1.60276     | 1.36667      | 20.56      | HIGH_ERR
1104   | -4.79307     | 0.55233      | -4.27153     | 0.83104      | 0.59134      | 12.26      | HIGH_ERR
1105   | 0.11079      | -2.92700     | 0.72557      | -2.64549     | 0.67617      | 23.08      | HIGH_ERR
1106   | -2.45714     | 8.39652      | -1.93937     | 8.68171      | 0.59112      | 6.76       | 
1107   | 2.65784      | 10.92813     | 3.10980      | 11.21331     | 0.53441      | 4.75       | 
1108   | -2.88903     | 8.58578      | -2.37451     | 8.87693      | 0.59119      | 6.53       | 
1109   | -0.73995     | 7.51017      | -1.07466     | 8.00212      | 0.59503      | 7.88       | 
1110   | -2.32737     | 7.73427      | -1.81555     | 8.03040      | 0.59132      | 7.32       | 
1111   | 3.72087      | -0.92874     | 4.11125      | -0.82114     | 0.40493      | 10.56      | HIGH_ERR
1112   | -6.40487     | -0.43999     | -5.89765     | -0.13591     | 0.59139      | 9.21       | 
1113   | -2.28803     | 4.37563      | -1.69042     | 4.75539      | 0.70807      | 14.34      | HIGH_ERR
1114   | -1.93419     | 4.81557      | -1.43053     | 5.12533      | 0.59129      | 11.39      | HIGH_ERR
1115   | 0.94810      | 10.50488     | 1.43715      | 10.83529     | 0.59020      | 5.60       | 
1116   | -2.38435     | 7.83274      | -1.88451     | 8.14898      | 0.59148      | 7.22       | 
1117   | -2.24249     | 11.53841     | -4.23558     | 12.93442     | 2.43336      | 20.70      | HIGH_ERR
1118   | -6.75439     | -3.15479     | -6.25955     | -2.83140     | 0.59114      | 7.93       | 
1119   | -3.76485     | 6.98831      | -4.33526     | 9.28236      | 2.36390      | 29.78      | HIGH_ERR
1120   | -3.02335     | 11.02827     | -2.53161     | 11.35673     | 0.59135      | 5.17       | 
1121   | -8.78649     | 6.92246      | -8.29648     | 7.25372      | 0.59148      | 5.29       | 
1122   | -14.53969    | 11.94414     | -14.05243    | 12.27810     | 0.59072      | 3.14       | 
1123   | -10.62009    | 21.67544     | -10.15594    | 21.97585     | 0.55288      | 2.29       | 
1124   | -8.92938     | 35.86736     | -8.44659     | 36.20754     | 0.59060      | 1.60       | 
1125   | -42.00705    | 42.01543     | -44.28484    | 37.90240     | 4.70163      | 7.91       | 
1126   | -113.72877   | 153.47540    | -113.25121   | 153.81912    | 0.58839      | 0.31       | 
1127   | 79.38006     | -93.86731    | 76.50970     | -95.62670    | 3.36667      | 2.74       | 
1128   | 30.06524     | -44.75534    | 30.53933     | -44.40337    | 0.59046      | 1.10       | 
1129   | 11.25745     | -17.19807    | 11.84675     | -16.73180    | 0.75145      | 3.66       | 
1130   | 18.33511     | -11.33354    | 18.80569     | -10.97514    | 0.59152      | 2.74       | 
1131   | 7.84536      | -13.70359    | 8.11605      | -13.18011    | 0.58932      | 3.73       | 
1132   | 4.99555      | -9.47074     | 5.46175      | -9.10697     | 0.59133      | 5.52       | 
1133   | 1.11391      | -11.00077    | 3.23121      | -12.54573    | 2.62104      | 23.70      | HIGH_ERR
1134   | 6.25417      | -10.16489    | 6.71632      | -9.79591     | 0.59138      | 4.96       | 
1135   | 8.62527      | -10.58257    | 10.04606     | -11.87266    | 1.91910      | 14.06      | HIGH_ERR
1136   | 4.88932      | -8.68300     | 5.34626      | -8.30795     | 0.59115      | 5.93       | 
1137   | 10.08942     | 3.14141      | 10.50316     | 3.59996      | 0.61761      | 5.84       | 
1138   | 5.16727      | 4.20269      | 5.61992      | 4.58342      | 0.59148      | 8.88       | 
1139   | -0.41768     | -4.35090     | 0.09615      | -4.07465     | 0.58338      | 13.35      | HIGH_ERR
1140   | 11.66872     | 0.93800      | 12.11657     | 1.32398      | 0.59123      | 5.05       | 
1141   | 1.28673      | -6.24675     | 2.30167      | -6.08634     | 1.02754      | 16.11      | HIGH_ERR
1142   | 4.86385      | -3.27035     | 5.30569      | -2.87747     | 0.59126      | 10.09      | HIGH_ERR
1143   | 3.81324      | -7.26757     | 4.07334      | -6.91187     | 0.44065      | 5.37       | 
1144   | -2.98377     | -5.28770     | -2.54566     | -4.89047     | 0.59138      | 9.74       | 
1145   | 3.64856      | -4.46440     | 4.01195      | -3.95513     | 0.62563      | 10.85      | HIGH_ERR
1146   | -2.77843     | -2.13132     | -2.34543     | -1.72888     | 0.59114      | 16.88      | HIGH_ERR
1147   | 7.39890      | -9.24168     | 7.81984      | -8.85005     | 0.57495      | 4.86       | 
1148   | -0.00550     | 1.77491      | 0.42326      | 2.18279      | 0.59178      | 33.34      | HIGH_ERR
1149   | 5.97425      | -13.27659    | 7.62330      | -13.00074    | 1.67196      | 11.48      | HIGH_ERR
1150   | -2.87798     | -6.40473     | -2.45468     | -5.99202     | 0.59119      | 8.42       | 
1151   | 3.66738      | -9.65419     | 4.32274      | -9.71085     | 0.65781      | 6.37       | 
1152   | -1.90844     | -3.30002     | -1.49039     | -2.88182     | 0.59131      | 15.51      | HIGH_ERR
1153   | 2.49343      | 1.37836      | 2.90893      | 1.79891      | 0.59119      | 20.75      | HIGH_ERR
1154   | 8.19922      | 1.88198      | 8.61213      | 2.30502      | 0.59114      | 7.03       | 
1155   | 2.78956      | -5.79069     | 3.20163      | -5.36741     | 0.59074      | 9.19       | 
1156   | 2.16029      | -3.49710     | 2.56839      | -3.06888     | 0.59154      | 14.39      | HIGH_ERR
1157   | 0.45198      | -6.26806     | 1.47181      | -5.73668     | 1.14996      | 18.30      | HIGH_ERR
1158   | 0.33652      | -3.48489     | 0.73971      | -3.05210     | 0.59149      | 16.89      | HIGH_ERR
1159   | 3.18434      | -12.19729    | 3.67072      | -12.25882    | 0.49025      | 3.89       | 
1160   | 1.05295      | 3.61788      | 1.45020      | 4.05588      | 0.59131      | 15.69      | HIGH_ERR
1161   | -3.07872     | -2.83472     | -2.76140     | -2.34066     | 0.58719      | 14.03      | HIGH_ERR
1162   | -1.72963     | -1.67697     | -1.33780     | -1.23390     | 0.59147      | 24.55      | HIGH_ERR
1163   | -0.48793     | -17.63129    | -0.24233     | -17.37416    | 0.35558      | 2.02       | 
1164   | -1.94005     | -3.84884     | -1.55363     | -3.40139     | 0.59121      | 13.72      | HIGH_ERR
1165   | 4.86456      | -9.28084     | 6.18988      | -9.29292     | 1.32537      | 12.65      | HIGH_ERR
1166   | 5.52215      | -1.72496     | 5.90290      | -1.27278     | 0.59113      | 10.22      | HIGH_ERR
1167   | -0.17610     | -7.36437     | 0.37316      | -7.39519     | 0.55013      | 7.47       | 
1168   | 0.72703      | -0.00754     | 1.10214      | 0.44949      | 0.59126      | 81.32      | HIGH_ERR
1169   | -0.81827     | -3.52524     | -0.43829     | -3.09990     | 0.57035      | 15.76      | HIGH_ERR
1170   | 6.53130      | -4.91147     | 6.90055      | -4.44982     | 0.59116      | 7.23       | 
1171   | 5.50939      | -6.60064     | 5.94017      | -6.04337     | 0.70436      | 8.19       | 
1172   | 6.50938      | -3.30064     | 6.87302      | -2.83431     | 0.59135      | 8.10       | 
1173   | 4.16526      | 5.02703      | 3.87523      | 6.36660      | 1.37060      | 20.99      | HIGH_ERR
1174   | 4.19553      | 4.77968      | 4.55325      | 5.25057      | 0.59136      | 9.30       | 
1175   | 3.47740      | -8.00466     | 3.71041      | -7.97275     | 0.23518      | 2.69       | 
1176   | -0.05753     | -4.43922     | 0.29472      | -3.96443     | 0.59118      | 13.32      | HIGH_ERR
1177   | 4.22068      | -2.01261     | 4.62965      | -1.57829     | 0.59657      | 12.76      | HIGH_ERR
1178   | 1.65322      | 2.01496      | 1.99930      | 2.49559      | 0.59227      | 22.72      | HIGH_ERR
1179   | 1.54701      | -3.45967     | 1.89148      | -2.99753     | 0.57640      | 15.21      | HIGH_ERR
1180   | 9.92436      | -6.88646     | 10.26513     | -6.40316     | 0.59136      | 4.90       | 
1181   | 3.31224      | 1.25739      | 3.89648      | 1.50097      | 0.63298      | 17.87      | HIGH_ERR
1182   | 3.25999      | 5.00035      | 3.59463      | 5.48757      | 0.59107      | 9.90       | 
1183   | -2.27450     | -2.84332     | -1.63938     | -2.80476     | 0.63629      | 17.48      | HIGH_ERR
1184   | -0.30168     | 3.87418      | 0.02670      | 4.36593      | 0.59131      | 15.22      | HIGH_ERR
1185   | -3.11517     | -0.50724     | -2.78976     | -0.01379     | 0.59109      | 18.73      | HIGH_ERR
1186   | -4.46818     | 2.38229      | -4.14592     | 2.87771      | 0.59100      | 11.67      | HIGH_ERR
1187   | 2.17726      | -1.09395     | 2.49672      | -0.58076     | 0.60449      | 24.81      | HIGH_ERR
1188   | -3.35565     | 3.47038      | -3.03900     | 3.96993      | 0.59145      | 12.25      | HIGH_ERR
1189   | 6.01961      | 1.52985      | 5.62863      | 2.67381      | 1.20892      | 19.46      | HIGH_ERR
1190   | -1.56110     | 5.71258      | -1.25037     | 6.21568      | 0.59132      | 9.99       | 
1191   | -1.92834     | 3.32886      | -1.33664     | 3.64811      | 0.67233      | 17.48      | HIGH_ERR
1192   | -9.69178     | -8.18804     | -9.38795     | -7.68045     | 0.59157      | 4.66       | 
1193   | -3.52448     | -5.29748     | -3.19998     | -4.78225     | 0.60890      | 9.57       | 
1194   | 6.30848      | -2.26017     | 6.60620      | -1.74918     | 0.59140      | 8.83       | 
1195   | 3.03410      | 3.03449      | 3.34167      | 3.36926      | 0.45461      | 10.59      | HIGH_ERR
1196   | -0.70342     | -3.07262     | -0.41220     | -2.55816     | 0.59116      | 18.75      | HIGH_ERR
1197   | -6.91171     | 0.42467      | -6.27211     | 0.16588      | 0.68998      | 9.96       | 
1198   | 1.08083      | 0.89606      | 1.36592      | 1.41420      | 0.59139      | 42.12      | HIGH_ERR
1199   | -3.92730     | 3.26725      | -3.21143     | 3.58466      | 0.78308      | 15.33      | HIGH_ERR
1200   | -1.79017     | -6.33220     | -1.51143     | -5.81057     | 0.59144      | 8.99       | 
1201   | 0.47471      | -3.06008     | 0.76621      | -2.49634     | 0.63465      | 20.49      | HIGH_ERR
1202   | 2.08280      | -2.27081     | 2.35506      | -1.74595     | 0.59127      | 19.19      | HIGH_ERR
1203   | 1.10575      | 2.02753      | 1.35225      | 2.54977      | 0.57748      | 25.01      | HIGH_ERR
1204   | 2.27791      | 3.86794      | 2.54383      | 4.39604      | 0.59127      | 13.17      | HIGH_ERR
1205   | 8.27086      | -2.23716     | 9.16583      | -0.88411     | 1.62226      | 18.93      | HIGH_ERR
1206   | 7.42034      | 0.61974      | 7.67935      | 1.15120      | 0.59121      | 7.94       | 
1207   | -3.46172     | 9.24399      | -2.84191     | 9.79771      | 0.83112      | 8.42       | 
1208   | 3.98810      | -8.28373     | 4.24088      | -7.74918     | 0.59130      | 6.43       | 
1209   | -8.53210     | -0.70917     | -8.27047     | 0.00368      | 0.75935      | 8.87       | 
1210   | 5.55624      | 3.22961      | 5.80249      | 3.76708      | 0.59119      | 9.20       | 
1211   | -2.58608     | 2.89242      | -2.31831     | 3.42333      | 0.59462      | 15.33      | HIGH_ERR
1212   | 2.91041      | -3.17019     | 3.15035      | -2.62966     | 0.59139      | 13.74      | HIGH_ERR
1213   | 11.16411     | 3.85039      | 10.52792     | 4.81250      | 1.15342      | 9.77       | 
1214   | 4.99319      | -1.67389     | 5.22617      | -1.13039     | 0.59132      | 11.23      | HIGH_ERR
1215   | 2.30639      | 2.13544      | 2.78647      | 2.63089      | 0.68989      | 21.95      | HIGH_ERR
1216   | 4.32806      | -7.07240     | 4.55441      | -6.52610     | 0.59133      | 7.13       | 
1217   | -1.29362     | 4.01801      | -1.07049     | 4.56579      | 0.59148      | 14.01      | HIGH_ERR
1218   | -1.14456     | -3.25732     | -0.92498     | -2.70839     | 0.59122      | 17.12      | HIGH_ERR
1219   | 10.71790     | 1.43362      | 10.93161     | 1.99957      | 0.60496      | 5.59       | 
1220   | 5.58201      | -4.70146     | 5.79500      | -4.14965     | 0.59149      | 8.10       | 
1221   | -7.03743     | 0.78515      | -7.12520     | 0.65475      | 0.15718      | 2.22       | 
1222   | -0.25231     | 8.31852      | -0.04597     | 8.87260      | 0.59125      | 7.10       | 
1223   | -5.79156     | 2.79761      | -5.18309     | 3.59989      | 1.00692      | 15.66      | HIGH_ERR
1224   | 3.44340      | -0.10077     | 3.64257      | 0.45585      | 0.59118      | 17.16      | HIGH_ERR
1225   | -6.89338     | 1.85860      | -6.75785     | 2.46303      | 0.61944      | 8.68       | 
1226   | 2.20178      | 1.95825      | 2.39408      | 2.51741      | 0.59131      | 20.07      | HIGH_ERR
1227   | 1.72355      | 1.46298      | 2.06396      | 1.95725      | 0.60015      | 26.55      | HIGH_ERR
1228   | 4.87469      | -1.89185     | 5.05992      | -1.33055     | 0.59107      | 11.30      | HIGH_ERR
1229   | 5.33933      | 1.12745      | 5.32347      | 0.95510      | 0.17308      | 3.17       | 
1230   | 9.07372      | 2.42555      | 9.25225      | 2.98907      | 0.59113      | 6.29       | 
1231   | -3.78030     | -4.83800     | -3.81321     | -4.10325     | 0.73549      | 11.98      | HIGH_ERR
1232   | 5.18260      | 5.86645      | 5.35437      | 6.43234      | 0.59138      | 7.55       | 
1233   | 1.73608      | 0.69745      | 1.92705      | 1.30494      | 0.63680      | 34.04      | HIGH_ERR
1234   | -2.85584     | 2.36611      | -2.69116     | 2.93408      | 0.59136      | 15.95      | HIGH_ERR
1235   | 1.38634      | -4.85217     | 1.58851      | -4.24725     | 0.63781      | 12.64      | HIGH_ERR
1236   | -1.66013     | -7.57621     | -1.50229     | -7.00636     | 0.59130      | 7.62       | 
1237   | 0.34769      | -5.48106     | 0.42371      | -4.89052     | 0.59541      | 10.84      | HIGH_ERR
1238   | 3.58649      | -1.18602     | 3.73695      | -0.61389     | 0.59159      | 15.66      | HIGH_ERR
1239   | 3.76619      | 1.59905      | 4.09405      | 2.03467      | 0.54521      | 13.33      | HIGH_ERR
1240   | 4.36886      | -0.98466     | 4.51255      | -0.41085     | 0.59152      | 13.21      | HIGH_ERR
1241   | -3.58703     | -4.03074     | -3.54052     | -3.42858     | 0.60395      | 11.19      | HIGH_ERR
1242   | 0.82385      | -1.20449     | 0.96056      | -0.62930     | 0.59122      | 40.51      | HIGH_ERR
1243   | -5.63188     | -0.83159     | -5.52217     | -0.25037     | 0.59148      | 10.39      | HIGH_ERR
1244   | 1.65033      | -3.09040     | 1.78088      | -2.51298     | 0.59199      | 16.90      | HIGH_ERR
1245   | 2.10510      | 2.33406      | 2.42072      | 3.06380      | 0.79507      | 25.30      | HIGH_ERR
1246   | 10.22077     | -6.18133     | 10.34314     | -5.60297     | 0.59117      | 4.95       | 
1247   | -8.26286     | -4.73548     | -8.20730     | -3.71137     | 1.02562      | 10.77      | HIGH_ERR
1248   | 5.02996      | -4.97170     | 5.14524      | -4.39185     | 0.59121      | 8.36       | 
1249   | 6.23939      | -0.84520     | 6.35115      | -0.26452     | 0.59134      | 9.39       | 
1250   | -6.77717     | -0.30094     | -6.66886     | 0.28013      | 0.59108      | 8.71       | 
1251   | 1.56411      | -1.79399     | 1.67128      | -1.20550     | 0.59818      | 25.13      | HIGH_ERR
1252   | -6.49102     | -2.28235     | -6.38985     | -1.69964     | 0.59142      | 8.60       | 
1253   | 1.47121      | -4.30617     | 1.68876      | -3.73936     | 0.60713      | 13.34      | HIGH_ERR
1254   | 2.70212      | 0.73202      | 2.79655      | 1.31552      | 0.59109      | 21.11      | HIGH_ERR
1255   | 6.49764      | -9.10331     | 6.19870      | -8.90204     | 0.36038      | 3.22       | 
1256   | 8.93687      | -2.27547     | 9.02380      | -1.69069     | 0.59121      | 6.41       | 
1257   | -3.76074     | 9.26516      | -3.69792     | 9.81493      | 0.55335      | 5.53       | 
1258   | 8.89489      | -6.09425     | 8.97417      | -5.50829     | 0.59130      | 5.48       | 
1259   | -2.65834     | 1.26798      | -2.59414     | 1.92493      | 0.66007      | 22.41      | HIGH_ERR
1260   | -4.98188     | 1.06704      | -4.91002     | 1.65348      | 0.59083      | 11.60      | HIGH_ERR
1261   | 7.96504      | 4.53515      | 8.88566      | 5.81654      | 1.57781      | 17.21      | HIGH_ERR
1262   | 2.74090      | -2.33641     | 2.80613      | -1.74877     | 0.59125      | 16.42      | HIGH_ERR
1263   | 1.19388      | 5.71162      | 1.70914      | 6.14952      | 0.67620      | 11.59      | HIGH_ERR
1264   | 3.29855      | 0.83768      | 3.35657      | 1.42605      | 0.59123      | 17.37      | HIGH_ERR
1265   | 6.37369      | 7.88381      | 6.34302      | 8.56193      | 0.67882      | 6.70       | 
1266   | -2.37181     | 0.18704      | -2.32091     | 0.77606      | 0.59121      | 24.85      | HIGH_ERR
1267   | 3.09982      | 6.00805      | 3.14072      | 6.66259      | 0.65582      | 9.70       | 
1268   | 2.72425      | 1.70739      | 2.76778      | 2.29715      | 0.59136      | 18.39      | HIGH_ERR
1269   | 7.40167      | 8.83822      | 5.68791      | 9.20412      | 1.75239      | 15.20      | HIGH_ERR
1270   | 11.15160     | 2.63773      | 11.18771     | 3.22794      | 0.59131      | 5.16       | 
1271   | 2.03656      | -1.90582     | 2.15557      | -1.31815     | 0.59960      | 21.50      | HIGH_ERR
1272   | 7.72313      | -0.49152     | 7.75213      | 0.09901      | 0.59124      | 7.64       | 
1273   | 6.55437      | 1.53271      | 6.53688      | 2.15326      | 0.62080      | 9.22       | 
1274   | 2.15487      | 1.85782      | 2.17654      | 2.44870      | 0.59128      | 20.78      | HIGH_ERR
1275   | 5.92835      | 8.66077      | 5.94797      | 9.23368      | 0.57325      | 5.46       | 
